"name","county","town","category_guess","address","phone","website","email","google_rating","review_count","business_status","contact_source","google_maps_url","place_id","contact_quality","discovery_score","notes","ready_for_import","flag_reason","official_email","official_phone","whatsapp_number","facebook_url","contact_page","principal_name","deputy_name","ict_contact","admissions_contact","email_source","phone_source","website_source","facebook_source","contact_confidence","last_verified"
"Mutus mixed day secondary schl","Kirinyaga","Mwea","Mixed Day","Embu - Kiritiri Rd, Kenya","+254 720 081527","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJi1Jlvbw_JhgRiRBsqnukc-U","ChIJi1Jlvbw_JhgRiRBsqnukc-U","Low","20","No website; Currently closed (per Google)","FALSE","address/name references Embu County, not Kirinyaga; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"MWEA APEX COLLEGE","Kirinyaga","Mwea","Unknown","Lainisha Sacco Building, Wang'uru, Kenya","+254 704 913466","http://www.mweaapexcollege.ac.ke/","info@mweaapexcollege.ac.ke","4","7","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ1W1v9A4hJhgRQ110XEwIMTM","ChIJ1W1v9A4hJhgRQ110XEwIMTM","High","80","Email inferred; Currently closed (per Google)","FALSE","out of scope: college","info@mweaapexcollege.ac.ke","","","https://www.facebook.com/ApexCollegeMwea","http://www.mweaapexcollege.ac.ke/contact","","","","","official_website:http://www.mweaapexcollege.ac.ke","","http://www.mweaapexcollege.ac.ke; http://www.mweaapexcollege.ac.ke/contact; http://www.mweaapexcollege.ac.ke/contact-us; http://www.mweaapexcollege.ac.ke/about; http://www.mweaapexcollege.ac.ke/about-us","official_website:http://www.mweaapexcollege.ac.ke","Verified","2026-07-22"
"Mwea Boys High School","Kirinyaga","Wanguru","Boys","Mwea Boys High School, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ22lDtzohJhgRCpwPsoeXA38","ChIJ22lDtzohJhgRCpwPsoeXA38","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Mwea boys secondary school","Kirinyaga","Kutus","Boys","Kerugoya Kirinyaga, Kenya","+254 720 414193","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ0eqZA9YhJhgRcq_WV-fyItM","ChIJ0eqZA9YhJhgRcq_WV-fyItM","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Mwea Central Academy","Kirinyaga","Wanguru","Academy","Mwea Central Academy, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJDQoEcQAhJhgRWQ_kpXZXHXk","ChIJDQoEcQAhJhgRWQ_kpXZXHXk","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Mwea Mixed Secondary","Kirinyaga","Mwea","Mixed Day","Mashamba, Kenya","+254 721 256681","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJLbhV3BcVJhgRrKDWJx9Cyas","ChIJLbhV3BcVJhgRrKDWJx9Cyas","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Mwea Secondary School","Kirinyaga","Mwea","Public Secondary","2X5C+FJ2, Ngenda, Kenya","+254 716 262148","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJIeGn1PJLLxgRyWGq1H96c60","ChIJIeGn1PJLLxgRyWGq1H96c60","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Mwea Technical and Vocational College","Kirinyaga","Wanguru","Unknown","Wang'uru, Kenya","+254 703 837330","https://mweatvc.ac.ke/","mweatvc19@gmail.com","4.9","7","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJMRhF4mgjJhgRTxiOGM9W5K4","ChIJMRhF4mgjJhgRTxiOGM9W5K4","High","80","Currently closed (per Google)","FALSE","out of scope: college","","","","","","","","","","","","","","Unknown","2026-07-22"
"mwea top mark academy","Kirinyaga","Wanguru","Academy","8972+CGH, Wang'uru, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJjbLcIrohJhgRbgAB1i5z1ZM","ChIJjbLcIrohJhgRbgAB1i5z1ZM","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Ndia Technical and Professional College","Kirinyaga","Sagana","Unknown","96C7+VPW, Sagana, Kenya","+254 799 906614","https://ndiatvc.ac.ke/","","4.3","7","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ54uiIgCdKBgRYTaSPWXf4xE","ChIJ54uiIgCdKBgRYTaSPWXf4xE","Medium","60","Currently closed (per Google)","FALSE","out of scope: college; missing email","ndiatechnical@gmail.com","","","https://web.facebook.com/NdiaTechnical","https://ndiatvc.ac.ke/contact","","","","","contact_page:https://ndiatvc.ac.ke/contact","","https://ndiatvc.ac.ke; https://ndiatvc.ac.ke/contact; https://ndiatvc.ac.ke/contact-us; https://ndiatvc.ac.ke/about; https://ndiatvc.ac.ke/about-us","official_website:https://ndiatvc.ac.ke","High","2026-07-22"
"New Era Complex","Kirinyaga","Kagio","Unknown","kandongu, kagio road, 97C3+MQ3, Kagio, Kenya","+254 722 858224","http://neweracomplex.sc.ke/","info@neweracomplex.sc.ke","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJuUjlf-ydKBgRrYRBDIwtqU0","ChIJuUjlf-ydKBgRrYRBDIwtqU0","High","60","Email inferred","FALSE","","info@neweracomplex.sc.ke","","","","http://neweracomplex.sc.ke/contact","","","","","official_website:http://neweracomplex.sc.ke","","http://neweracomplex.sc.ke; http://neweracomplex.sc.ke/contact; http://neweracomplex.sc.ke/contact-us; http://neweracomplex.sc.ke/about; http://neweracomplex.sc.ke/about-us","","Verified","2026-07-22"
"Ngaru Girls High School","Kirinyaga","Kerugoya","Girls","F76P+QP6, Kerugoya, Kenya","+254 723 071993","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJe_LcHviBKBgRq_7SNAPAd20","ChIJe_LcHviBKBgRq_7SNAPAd20","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Ngaru girls' secondary school","Kirinyaga","Kerugoya","Girls","Kerugoya Kirinyaga, Kenya","+254 60 21129","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ01U07UiBKBgRFBvlw12eDcQ","ChIJ01U07UiBKBgRFBvlw12eDcQ","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Ngiriambu girls high school","Kirinyaga","Kagio","Girls","Kerugoya Kirinyaga, Kenya","+254 724 142862","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJZ3Us-44rJhgRCIvXqnUh6Ew","ChIJZ3Us-44rJhgRCIvXqnUh6Ew","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Nguka secondary school","Kirinyaga","Wanguru","Public Secondary","202, Wang'uru, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ9YT1YFQhJhgRv8r0pI2BApk","ChIJ9YT1YFQhJhgRv8r0pI2BApk","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Ngurubani PCEA Academy","Kirinyaga","Wanguru","Academy","Ngurubani PCEA Academy, B6, Wang'uru, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJOxWrUBEhJhgR23YjNcd2uH8","ChIJOxWrUBEhJhgR23YjNcd2uH8","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Ngurubani Primary School","Kirinyaga","Wanguru","Unknown","Ngurubani Primary School, Wang'uru, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJrWNeqAkhJhgRSmAx6EpyqDg","ChIJrWNeqAkhJhgRSmAx6EpyqDg","Unknown","0","No website; Phone missing","FALSE","out of scope: primary school; missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Ngurubani Secondary School","Kirinyaga","Wanguru","Public Secondary","Ngurubani Primary School, Wang'uru, Kenya","+254 722 695603","","","4","16","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ5TyYCQkhJhgRPq82N5U0sWc","ChIJ5TyYCQkhJhgRPq82N5U0sWc","Low","60","No website","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Njega boys' secondary school","Kirinyaga","Kutus","Boys","Mutira Kirinyaga, Kenya","+254 720 242231","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJl6GiE7CDKBgRVwp4b-uFpKE","ChIJl6GiE7CDKBgRVwp4b-uFpKE","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Njega Secondary School","Kirinyaga","Baricho","Public Secondary","C7HH+3V8 Njega Secondary School, Baricho, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJqW_35YuCKBgRjeNyRRO_ECo","ChIJqW_35YuCKBgRjeNyRRO_ECo","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Nyaikungu Secondary school","Kirinyaga","Wanguru","Public Secondary","P.O BOX 233 - 10306, Kagio, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ7RZEjcInJhgRB0Zef4OV2gE","ChIJ7RZEjcInJhgRB0Zef4OV2gE","Unknown","0","No website; Phone missing; Currently closed (per Google)","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Park End Junior Academy","Kirinyaga","Wanguru","Junior Secondary","Park End Jr Academy, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJXeUd-p0hJhgRKAfuUWfK5d0","ChIJXeUd-p0hJhgRKAfuUWfK5d0","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Petanns driving school And Computer college Kagio","Kirinyaga","Kagio","Unknown","Opp Fortune Sacco Kagio, Kagio,Kirinyaga, Kenya","+254 798 699951","","","5","1","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJlUwVhXedKBgRseQlPpi3Bmo","ChIJlUwVhXedKBgRseQlPpi3Bmo","Low","40","No website; Currently closed (per Google)","FALSE","out of scope: college; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Philadelphia High School - Murang'a (Konguini)","Kirinyaga","Sagana","Public Secondary","Mukuyu-Kambirwa, Kenya","+254 20 2090661","http://philadelphiahighschool-muranga.weebly.com/","","4.5","2","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ0Ym6n1miKBgRUHJNY648LV4","ChIJ0Ym6n1miKBgRUHJNY648LV4","Medium","60","","FALSE","address/name references Murang County, not Kirinyaga; missing email","","","","","http://philadelphiahighschool-muranga.weebly.com/contact-us","","","","","","","http://philadelphiahighschool-muranga.weebly.com; http://philadelphiahighschool-muranga.weebly.com/contact-us; http://philadelphiahighschool-muranga.weebly.com/about-us","","Unknown","2026-07-22"
"Pioneer Junior Academy","Kirinyaga","Sagana","Junior Secondary","Along Kenol-Sagana Road, Samar, Pioneer junior school, 33421, Sagana, Kenya","+254 20 5038228","https://www.pioneerjunioracademy.co.ke/","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJiQd6uv6ZKBgR-at9fuAQs5o","ChIJiQd6uv6ZKBgR-at9fuAQs5o","Medium","40","Website unreachable; Currently closed (per Google)","FALSE","missing email","","","","","https://www.pioneerjunioracademy.co.ke/contact-us","","","","","","","https://www.pioneerjunioracademy.co.ke/contact-us; https://www.pioneerjunioracademy.co.ke/about; https://www.pioneerjunioracademy.co.ke/about-us","","Unknown","2026-07-22"
"Prime Start Academy","Kirinyaga","Kutus","Academy","C8HC+4X8, Kutus, Kenya","+254 720 206545","http://www.primestartacademy.com/","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ-YYE3UsoJhgRWY31btvwQis","ChIJ-YYE3UsoJhgRWY31btvwQis","Medium","40","Website unreachable; Currently closed (per Google)","FALSE","missing email","","","","","","","","","","","","","","Unknown","2026-07-22"
"Princess School Sagana1","Kirinyaga","Sagana","Unknown","Sagana, Kenya","","","","4","6","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJuVRmkrmZKBgR9U2J9jEF5-Y","ChIJuVRmkrmZKBgR9U2J9jEF5-Y","Unknown","20","No website; Phone missing; Currently closed (per Google)","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Raliday Blossom School","Kirinyaga","Sagana","Unknown","Sagana, Kenya","+254 722 276747","","","5","2","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJOxCD3ZSfKBgRK81Lrgcn1co","ChIJOxCD3ZSfKBgRK81Lrgcn1co","Low","40","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Rapids Camp Sagana Upper Car Park","Kirinyaga","Sagana","Unknown","Rapids Camp, Upper Car Park, Riandira School, Sagana, Kenya","+254 732 308026","https://raftinginkenya.com/","info@raftinginkenya.com","4.6","99","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ____PAmfKBgRtUCl7OaZ-Sc","ChIJ____PAmfKBgRtUCl7OaZ-Sc","High","100","","FALSE","out of scope: camp; suspected website mismatch (school name not found in website domain — verify by hand)","info@raftinginkenya.com","","","https://www.facebook.com/rapidcampsagana/","","","","","","official_website:https://raftinginkenya.com","","https://raftinginkenya.com; https://raftinginkenya.com/about; https://raftinginkenya.com/about-us","official_website:https://raftinginkenya.com","Verified","2026-07-22"
"Ridgemount School Kirinyaga","Kirinyaga","Kutus","Unknown","Kirinyaga, Ndia, Kiambagathi, Kenya, Kenya","+254 733 728182","","","4.8","6","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJebe1ruV9KBgROMr7yFCF7V8","ChIJebe1ruV9KBgROMr7yFCF7V8","Low","40","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Roka Preparatory Academy","Kirinyaga","Wanguru","Academy","89G5+WPV Roka Preparatory Academy, Wang'uru, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJOyXCDT8hJhgRzB3pd6UjKqo","ChIJOyXCDT8hJhgRzB3pd6UjKqo","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Rurii Mixed Secondary School","Kirinyaga","Wanguru","Mixed Day","P.O. Box 48 - 10303, Wang'uru, Wang'uru, Kenya","+254 722 352742","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJc2QKTA4fJhgRzPm1VYtxnuA","ChIJc2QKTA4fJhgRzPm1VYtxnuA","Low","20","No website","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Rurii Mixed secondary school GOK","Kirinyaga","Wanguru","Mixed Day","788H+QF4, Wamumu, Kenya","","https://ruriisecondary.sc.ke/","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ86lnRwAfJhgRWyJTsL2TkIo","ChIJ86lnRwAfJhgRWyJTsL2TkIo","Low","20","Website unreachable; Phone missing","FALSE","missing phone; missing email","","","","","","","","","","","","","","Unknown","2026-07-22"
"Sacred Heart","Kirinyaga","Sagana","Unknown","75H4+MPM, Murang'a, Kenya","","","","5","3","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJb-rSlXeYKBgR-MvfJLuezU0","ChIJb-rSlXeYKBgR-MvfJLuezU0","Unknown","20","No website; Phone missing","FALSE","address/name references Murang County, not Kirinyaga; missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Sagana Highway Girls High School","Kirinyaga","Sagana","Girls","779G+VGM, Makutano, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJAQAALRagKBgRFEc-BGQOIK0","ChIJAQAALRagKBgRFEc-BGQOIK0","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Sagana Institute Of Professional Studies","Kirinyaga","Sagana","Unknown","86J4+5CX, Sagana, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJU3hTVDaZKBgRtQs-C-0L9Z0","ChIJU3hTVDaZKBgRtQs-C-0L9Z0","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Sagana Muslim Primary","Kirinyaga","Sagana","Unknown","Sagana, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ8RueH82eKBgR1BIHL3h3F4A","ChIJ8RueH82eKBgR1BIHL3h3F4A","Unknown","0","No website; Phone missing","FALSE","out of scope: primary school; missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Sagana Secondary School","Kirinyaga","Sagana","Public Secondary","86G7+W9P, Sagana, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJJSZ-CfufKBgRLs-DDmasjfs","ChIJJSZ-CfufKBgRLs-DDmasjfs","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"SAGANA TECHNICAL TRAINING INSTITUTE","Kirinyaga","Sagana","Unknown","24, Sagana, Kenya","+254 728 956852","http://www.saganatechnical.ac.ke/","info@saganatechnical.ac.ke","4.3","9","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ01PU9ayeKBgR8rmgD1A9wZc","ChIJ01PU9ayeKBgR8rmgD1A9wZc","High","80","Email inferred; Currently closed (per Google)","FALSE","out of scope: technical institute","info@saganatechnical.ac.ke","","","","http://www.saganatechnical.ac.ke/contact","","","","","official_website:http://www.saganatechnical.ac.ke","","http://www.saganatechnical.ac.ke; http://www.saganatechnical.ac.ke/contact; http://www.saganatechnical.ac.ke/about; http://www.saganatechnical.ac.ke/about-us","","Verified","2026-07-22"
"Sagana Township Primary School","Kirinyaga","Sagana","Unknown","Sagana Township Primary School, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJZwx1ejOZKBgRgPoS6GYsdK0","ChIJZwx1ejOZKBgRgPoS6GYsdK0","Unknown","0","No website; Phone missing","FALSE","out of scope: primary school; missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Saint Pauls Kutus Primary School","Kirinyaga","Kutus","Unknown","Saint Pauls Kutus Primary School, Kenya","","","","","","","google_places","https://www.google.com/maps/place/?q=place_id:ChIJvzsivUYoJhgRu0fQKyJ489s","ChIJvzsivUYoJhgRu0fQKyJ489s","Unknown","0","No website; Phone missing","FALSE","out of scope: primary school; missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Sanfields Academy","Kirinyaga","Baricho","Academy","C6W6+RCG, Baricho, Kenya","+254 114 104330","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ98NAoyeFKBgReCI7PMX8MoA","ChIJ98NAoyeFKBgReCI7PMX8MoA","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"Schemes.co.ke – CBC Teaching Resources","Kirinyaga","Mwea","Unknown","Nairobi, Kenya","+254 105 146210","https://schemes.co.ke/","","5","1","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJt_fuSvwRLxgRvIgX4MzygaM","ChIJt_fuSvwRLxgRvIgX4MzygaM","Medium","60","Website unreachable","FALSE","out of scope: teaching-resources business; missing email","","","","","","","","","","","","","","Unknown","2026-07-22"
"SpringBoard Girls' High School","Kirinyaga","Kerugoya","Girls","G756+MVC, Kerugoya, Kenya","+254 793 312990","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJe2Nli2aAKBgRsrsrX1jZHck","ChIJe2Nli2aAKBgRsrsrX1jZHck","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St Elizabeth Junior School","Kirinyaga","Kerugoya","Junior Secondary","G786+58V, Kerugoya, Kenya","+254 720 449207","","","4","4","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJAx3NMPCBKBgRn6nRLkycPuM","ChIJAx3NMPCBKBgRn6nRLkycPuM","Low","40","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St James Kiaritha Secondary School","Kirinyaga","Kerugoya","Public Secondary","P.O Box 1326, C74, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJRRNxyGmAKBgRfUTpTJIACvE","ChIJRRNxyGmAKBgRfUTpTJIACvE","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"ST MARYS MWEA GIRLS SECONDARY SCHOOL","Kirinyaga","Kagio","Girls","Along Kagio - Mutithi Road (Kandongu Town, Kenya","+254 705 969800","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ51Ckq1mfKBgRE7SZ7NGa4Rc","ChIJ51Ckq1mfKBgRE7SZ7NGa4Rc","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"ST MICHAEL GILRS KERUGOYA","Kirinyaga","Kerugoya","Unknown","KERUGOYA CENTRAL-KIRINYAGA KERUGOYA, Kutus, Kenya","+254 20 3318581","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJbx73BzmAKBgRp0UIbIVYW3Q","ChIJbx73BzmAKBgRp0UIbIVYW3Q","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"ST MICHAEL GIRLS BOARDING PRIMARY SCHOOL","Kirinyaga","Kianyaga","Girls","Kerugoya - Karatina Rd,Kerugoya Kirinyaga, Kenya","+254 700 452467","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJdbAIKTSBKBgR_ZnfU_Z1-Ok","ChIJdbAIKTSBKBgR_ZnfU_Z1-Ok","Low","20","No website; Currently closed (per Google)","FALSE","out of scope: primary school; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St Teresa Academy","Kirinyaga","Baricho","Academy","Baricho, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJG6ChXi-CKBgRSNTOQqdWpHk","ChIJG6ChXi-CKBgRSNTOQqdWpHk","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. Agatha Kanyekine Girls","Kirinyaga","Kagio","Girls","F72C+M2C, Kianjege, Kenya","+254 796 563575","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJGR-V6jeDKBgReOu6ok-5bQ4","ChIJGR-V6jeDKBgReOu6ok-5bQ4","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. Anne's Gituba Girls Secondary School","Kirinyaga","Kianyaga","Girls","P.O Box 38, Kenya","","http://stannegitubagirls.sc.ke/","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJVXcBHW_TJxgRz9EH0lbdocA","ChIJVXcBHW_TJxgRz9EH0lbdocA","Low","20","Website unreachable; Phone missing","FALSE","missing phone; missing email","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. Augustine Mwea Boys High School","Kirinyaga","Wanguru","Boys","karira Road, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJdf__eEchJhgRHa2YbAlgZXA","ChIJdf__eEchJhgRHa2YbAlgZXA","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. Cathreen Academy","Kirinyaga","Kagio","Academy","97F5+679, Kagio, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJW1a1FAGdKBgRB1OdlAn35TA","ChIJW1a1FAGdKBgRB1OdlAn35TA","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. James Achievers School","Kirinyaga","Wanguru","Unknown","Mururi, Kenya","+254 798 879477","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJ03tI9BgpJhgRI90gR5UQCgY","ChIJ03tI9BgpJhgRI90gR5UQCgY","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"ST. JAMES CATHEDRAL PRIMARY SCHOOL MURANG'A","Kirinyaga","Sagana","Unknown","TOWNSHIP, Murang'a, Kenya","+254 795 719577","http://stjamescathedral.sc.ke/","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJk5MMfq-ZKBgRVVklLOLw58Y","ChIJk5MMfq-ZKBgRVVklLOLw58Y","Medium","40","Website unreachable; Currently closed (per Google)","FALSE","out of scope: primary school; missing email","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. James Hekima Academy","Kirinyaga","Kagio","Academy","969R+CM, Kagio, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJXUdNghqdKBgRWI4rHGhtq_A","ChIJXUdNghqdKBgRWI4rHGhtq_A","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. philips baricho sec sch","Kirinyaga","Baricho","Unknown","Kiine, Kenya","+254 725 835903","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJc5rHoseDKBgR7o33LAfCYEE","ChIJc5rHoseDKBgR7o33LAfCYEE","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. Timothy Academy","Kirinyaga","Sagana","Academy","C71, Kenya","","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJVVVV1E-ZKBgR6ZlRt61jJfo","ChIJVVVV1E-ZKBgR6ZlRt61jJfo","Unknown","0","No website; Phone missing","FALSE","missing phone; missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
"St. trizas Kutus Girls High School","Kirinyaga","Kutus","Girls","C73, Musa Mumai Academy, Kutus, Kenya","+254 702 370918","","","","","OPERATIONAL","google_places","https://www.google.com/maps/place/?q=place_id:ChIJf6spcwkpJhgRcktOe3cePgI","ChIJf6spcwkpJhgRcktOe3cePgI","Low","20","No website; Currently closed (per Google)","FALSE","missing email; missing website","","","","","","","","","","","","","","Unknown","2026-07-22"
